,winery,wine,year,rating,num_reviews,region,price,latitude,longitude
1670,Terroir Al Limit Soc. Lda,Les Manyes,2012.0,4.3,46,Priorato,348.85,44.8741121,10.1628956
1671,Lar de Paula,Tempranillo Reserva,2012.0,4.3,46,Rioja,14.9,42.2814642,-2.482804975070473
1672,Venta Las Vacas,La Cuartilleja Reserva,2015.0,4.3,46,Ribera del Duero,39.7,41.66575665,-3.686329463971761
1673,Juve & Camps,Cava Gran Reserva La Capella Brut,2010.0,4.3,46,Cava,75.5,42.31658175,1.6111496867672197
1674,Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014.0,4.3,45,Rioja,189.9,42.2814642,-2.482804975070473
1675,Luis Canas,Rioja Gran Reserva,2016.0,4.3,45,Rioja,21.01,42.2814642,-2.482804975070473
1676,La Val,Albarino Sobre Lias,2015.0,4.3,45,Rias Baixas,23.9,42.3533841,-7.8778072
1677,Tres Piedras,Nobbis,2019.0,4.3,45,Ribera del Duero,12.8,41.66575665,-3.686329463971761
1678,Raul Perez,Rara Avis Prieto Picudo,2013.0,4.3,45,Castilla y Leon,39.95,41.8037172,-4.7471726
1679,Javi Revert,Sensal,2020.0,4.3,45,Valencia,22.35,39.4697065,-0.3763353
1680,Bodega Campo Eliseo,Campo Eliseo Blanco,2018.0,4.3,45,Rueda,27.25,41.4129785,-4.9597533
1681,Alta Alella,Blanc de Neu,2016.0,4.3,45,Alella,16.99,41.4952867,2.2942758
1683,Terras Gauda,La Mar,2019.0,4.3,45,Rias Baixas,21.5,42.3533841,-7.8778072
1684,Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017.0,4.3,44,Bierzo,106.92,42.65265025,-6.62318404217132
1685,Lambuena,Vinas Viejas,2014.0,4.3,44,Ribera del Duero,37.065126,41.66575665,-3.686329463971761
1686,Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017.0,4.3,44,Ribera del Duero,38.5,41.66575665,-3.686329463971761
1687,Bodegas Luis Perez,Fino La Barajuela,2016.0,4.3,44,Andalucia,69.95,37.3399964,-4.5811614
1688,Marco Abella,Clos Abella Seleccion Especial,2016.0,4.3,44,Priorato,43.5,44.8741121,10.1628956
1689,Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017.0,4.3,44,Rioja,36.5,42.2814642,-2.482804975070473
1690,Familia Torres,Reserva Real,1998.0,4.3,43,Penedes,213.5,33.4742351,-117.627579
1691,Attis,Attis Embaixador Albarino,2018.0,4.3,43,Rias Baixas,21.89,42.3533841,-7.8778072
1692,Miguel Merino,Vitola Reserva,2016.0,4.3,42,Rioja,21.9,42.2814642,-2.482804975070473
1693,San Cobate,San Cucufate Monasterio,2017.0,4.3,42,Ribera del Duero,33.0,41.66575665,-3.686329463971761
1694,Pazo Senorans,Tras Los Muros Albarino,2017.0,4.3,42,Rias Baixas,38.0,42.3533841,-7.8778072
1695,Avancia,Godello,2020.0,4.3,42,Valdeorras,24.77,42.34834155,-6.9659982204038755
1696,Carlos Moro,CM Tinto,2017.0,4.3,42,Rioja,17.75,42.2814642,-2.482804975070473
1697,Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018.0,4.3,41,Valdejalon,40.9,41.5381269,-1.3088343589307092
1698,Vinicola Real,200 Monges Rioja Gran Reserva,2005.0,4.3,40,Rioja,52.5,42.2814642,-2.482804975070473
1699,Terra Remota,Clos Adrien,2016.0,4.3,40,Emporda,48.91,42.1893929,3.077661284375413
1700,Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018.0,4.3,40,Priorato,27.1,44.8741121,10.1628956
1701,Ramon Bilbao,Lalomba Finca Ladero,2016.0,4.3,40,Rioja,58.25,42.2814642,-2.482804975070473
1703,Jimenez-Landi,El Reventon Cebreros,2016.0,4.3,40,Castilla y Leon,67.95,41.8037172,-4.7471726
1705,Chivite,Navarra Vendimia Tardia Coleccion 125,2018.0,4.3,39,Navarra,25.95,42.61254875,-1.830787673361753
1706,Espectacle del Montsant,Tinto,2018.0,4.3,39,Montsant,119.0,41.1171253,1.211005
1707,Gallina de Piel,Manar dos Seixas,2019.0,4.3,38,Ribeiro,13.5,42.31990645,-8.152266856014716
1708,Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010.0,4.3,38,Rioja,51.45,42.2814642,-2.482804975070473
1709,Cartoixa de Montsalvat,Montsalvat,2005.0,4.3,38,Priorato,56.27,44.8741121,10.1628956
1710,Arid,Eolic Sauvignon Blanc,2016.0,4.3,38,Penedes,11.65,33.4742351,-117.627579
1711,Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012.0,4.3,38,Toro,32.9,41.5216963,-5.3939824
1712,Jimenez-Landi,Cantos del Diablo,2018.0,4.3,38,Mentrida,197.0,40.2379032,-4.1945535
1713,Bodegas Reyes,Teofilo Reyes Crianza,2019.0,4.3,38,Ribera del Duero,14.71,41.66575665,-3.686329463971761
1714,Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018.0,4.3,38,Alicante,16.45,38.3436365,-0.4881708
1715,Hugas de Batlle,Falguera,2009.0,4.3,38,Emporda,53.55,42.1893929,3.077661284375413
1716,Atlan & Artisan,Epistem No. 3,2016.0,4.3,38,Yecla,18.9,38.613652,-1.1157373
1717,Telmo Rodriguez,Molino Real,2015.0,4.3,38,Malaga,53.3,36.7213028,-4.4216366
1718,Bodegas Arrocal,Angel Ribera del Duero,2015.0,4.3,37,Ribera del Duero,31.9,41.66575665,-3.686329463971761
1719,Buil & Gine,Pleret,2012.0,4.3,37,Priorato,55.5,44.8741121,10.1628956
1720,Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016.0,4.3,37,Ribeiro,40.75,42.31990645,-8.152266856014716
1721,Castell del Remei,Costers Del Segre 1780,2017.0,4.3,37,Costers del Segre,22.9,41.502298249999996,0.8273990115524253
1722,Vizcarra,Ines,2010.0,4.3,37,Ribera del Duero,76.87,41.66575665,-3.686329463971761
1723,Vizcarra,Ines,2014.0,4.3,37,Ribera del Duero,79.98,41.66575665,-3.686329463971761
1724,Valdubon,Honoris,2005.0,4.3,37,Ribera del Duero,35.0,41.66575665,-3.686329463971761
1725,Emilio Moro,La Revelia Godello,2019.0,4.3,37,Bierzo,21.65,42.65265025,-6.62318404217132
1726,Altanza,Club Rioja Reserva,2012.0,4.3,36,Rioja,20.95,42.2814642,-2.482804975070473
1727,Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013.0,4.3,36,Ribera del Duero,243.8,41.66575665,-3.686329463971761
1728,Artadi,La Morera de San Lazaro,2016.0,4.3,36,Vino de Espana,80.0,42.1771554,-8.4341104
1729,Real de Asua,Tinto,2000.0,4.3,36,Rioja,60.4,42.2814642,-2.482804975070473
1730,Artadi,Quintanilla,2016.0,4.3,35,Vino de Espana,65.9,42.1771554,-8.4341104
1731,Taron,Reserva,2014.0,4.3,35,Rioja Alta,10.2,42.4157318,-2.87947386168831
1732,Sebio,Salvaxe,2018.0,4.3,35,Ribeiro,26.75,42.31990645,-8.152266856014716
1733,R. Lopez de Heredia,Vina Tondonia Reserva,2014.0,4.3,35,Rioja,47.95,42.2814642,-2.482804975070473
1734,Gramona,Vi De Glass Gewurztraminer,2017.0,4.3,35,Cataluna,18.58,41.8523094,1.5745043
1735,Goyo Garcia Viadero,Finca Los Quemados,2016.0,4.3,35,Ribera del Duero,27.7,41.66575665,-3.686329463971761
1736,Bodegas Reyes,Teofilo Reyes Crianza,2018.0,4.3,35,Ribera del Duero,11.94,41.66575665,-3.686329463971761
1738,Santiago Ruiz,Albarino (O Rosal),2021.0,4.3,35,Rias Baixas,13.45,42.3533841,-7.8778072
1739,Terroir Al Limit Soc. Lda,Les Manyes,2017.0,4.3,35,Priorato,180.0,44.8741121,10.1628956
1740,Pujanza,Rioja,2005.0,4.3,34,Rioja,29.0,42.2814642,-2.482804975070473
1741,Mauro Estevez,Vino de Autor Ribeiro Blanco,2020.0,4.3,34,Ribeiro,15.9,42.31990645,-8.152266856014716
1743,Mas Bertran,Argila Reserva 3 Anys Brut Nature,2013.0,4.3,34,Penedes,21.6,33.4742351,-117.627579
1744,Bodegas Gama,Octogenarius,2014.0,4.3,34,Rioja,46.5,42.2814642,-2.482804975070473
1745,Edetaria,Finca La Pedrissa,2015.0,4.3,34,Terra Alta,37.9,41.027352300000004,0.4105997375190444
1746,Hacienda Zorita Natural Reserve,Magister,2017.0,4.3,35,Arribes,35.5,43.0671007,0.0917661
1747,Valtravieso,Ribera del Duero Vendimia Seleccionada VT,2018.0,4.3,34,Ribera del Duero,27.9,41.66575665,-3.686329463971761
1748,Ton Rimbau,Porcellanic VI Xarel-lo Sur Lie,2011.0,4.3,33,Penedes,110.47,33.4742351,-117.627579
1749,Can Xanet,Sibila,2017.0,4.3,33,Mallorca,32.46,39.613432,2.880353635614984
1750,Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015.0,4.3,33,Emporda,15.56,42.1893929,3.077661284375413
1751,A Coroa,200 Cestos Godello,2020.0,4.3,33,Valdeorras,23.7,42.34834155,-6.9659982204038755
1752,Sebio,Heaven & Hell,2017.0,4.3,32,Galicia,18.5,42.61946,-7.863112
1753,Celler de Capcanes,Cabrida Montsant,2018.0,4.3,32,Montsant,36.85,41.1171253,1.211005
1754,Alonso & Pedrajo,Suane Blanco,2017.0,4.3,32,Rioja,23.9,42.2814642,-2.482804975070473
1755,Bodegas Amaren,Garnacha,2014.0,4.3,32,Rioja,38.0,42.2814642,-2.482804975070473
1756,Jimenez-Landi,Cantos del Diablo,2017.0,4.3,33,Mentrida,101.01,40.2379032,-4.1945535
1757,Bodegas Ochoa,Vendimia Tardia Moscatel,2020.0,4.3,32,Navarra,13.75,42.61254875,-1.830787673361753
1758,Mandia Vell,Pinot Noir,2017.0,4.3,31,Mallorca,29.38,39.613432,2.880353635614984
1759,Bodega Juan Carlos Sancha,Cerro La Isa Blanco,2018.0,4.3,31,Rioja,44.9,42.2814642,-2.482804975070473
1760,Valdecuevas,Cuvee Verdejo,2018.0,4.3,31,Rueda,12.0,41.4129785,-4.9597533
1761,Algueira,Anadelia,2015.0,4.3,31,Ribeira Sacra,38.5,43.3251858,-8.4398923
1762,Sebio,Salvaxe,2017.0,4.3,31,Ribeiro,28.35,42.31990645,-8.152266856014716
1763,Telmo Rodriguez,Tabuerniga,2018.0,4.3,31,Rioja,65.22,42.2814642,-2.482804975070473
1764,Mocen,Seleccion Especial Verdejo,2021.0,4.3,32,Rueda,6.26,41.4129785,-4.9597533
1765,Estones,Coster d'en Fornos,2017.0,4.3,31,Montsant,40.55,41.1171253,1.211005
1766,Bodega Tameran,Malvasia Volcanica,2020.0,4.3,31,Gran Canaria,31.9,27.9580004,-15.6062305376665
1767,Inurrieta,Laderas de Inurrieta,2017.0,4.3,30,Navarra,26.1,42.61254875,-1.830787673361753
1768,Telmo Rodriguez,El Velado Tinto,2017.0,4.3,30,Rioja,73.95,42.2814642,-2.482804975070473
1769,Trus,Pico de Luyas,2018.0,4.3,30,Ribera del Duero,48.9,41.66575665,-3.686329463971761
1770,Flor de Chasna,Blanco Afrutado,2020.0,4.3,30,Abona,11.99,11.9315754,-15.558446799999999
1771,Lagar de Sabariz,A Pita Cega,2015.0,4.3,30,Galicia,44.8,42.61946,-7.863112
1772,Mestres,Mas Via Gran Reserva Brut,2002.0,4.3,29,Cava,76.17,42.31658175,1.6111496867672197
1774,Campillo,Finca Cuesta Clara Raro Reserva,2016.0,4.3,29,Rioja,39.5,42.2814642,-2.482804975070473
1775,Naia,Naiades,2018.0,4.3,29,Rueda,19.03,41.4129785,-4.9597533
1779,Navajas,Mirador de Navajas Reserva Rioja,2011.0,4.3,29,Rioja,28.7550102072719,42.2814642,-2.482804975070473
1782,Allende,Aurus,2011.0,4.3,29,Rioja,211.92,42.2814642,-2.482804975070473
1783,Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018.0,4.3,28,Rioja,43.9,42.2814642,-2.482804975070473
1784,Vinyes del Terrer,Nus del Terrer,2016.0,4.3,28,Tarragona,25.9,41.1172364,1.2546057
1785,Cepas Familiares,Nivel,2018.0,4.3,28,Ribera del Duero,35.0,41.66575665,-3.686329463971761
1787,Dominio de Loalva,Seleccion Especial,2016.0,4.3,28,Ribera del Duero,32.0,41.66575665,-3.686329463971761
1788,El Regajal,Galia Clos Santuy,2017.0,4.3,28,Castilla y Leon,74.9,41.8037172,-4.7471726
1789,Ysios,Seleccion,2016.0,4.3,28,Rioja,30.0,42.2814642,-2.482804975070473
1790,Antidoto,Le Rose,2018.0,4.3,28,Ribera del Duero,49.0,41.66575665,-3.686329463971761
1791,Zifar,Pago de las Sabinas,2016.0,4.3,28,Ribera del Duero,39.55,41.66575665,-3.686329463971761
1794,Volver,Alicante Bouschet by Tarima,2018.0,4.3,27,Alicante,14.9,38.3436365,-0.4881708
1795,Marques de Riscal,Rioja Gran Reserva,2016.0,4.3,27,Rioja,46.45,42.2814642,-2.482804975070473
1796,Rodriguez de Vera,Tinto,2017.0,4.3,27,Almansa,15.45,38.8682065,-1.0978627
1797,Bordalas Garcia,Gueta-Lupia,2011.0,4.3,27,Priorato,31.75,44.8741121,10.1628956
1798,Sierra Cantabria,Amancio,2002.0,4.3,27,Rioja,110.0,42.2814642,-2.482804975070473
1799,Bodega Tameran,Marmajuelo,2020.0,4.3,27,Gran Canaria,29.75,27.9580004,-15.6062305376665
1801,Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016.0,4.3,27,Cava,18.5,42.31658175,1.6111496867672197
1802,Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016.0,4.3,26,Ribera del Duero,19.8563175,41.66575665,-3.686329463971761
1803,Habla,No. 23,2017.0,4.3,26,Extremadura,23.1,39.1748426,-6.1529891
1804,Jimenez-Landi,Las Iruelas El Tiemblo,2018.0,4.3,26,Castilla y Leon,97.07,41.8037172,-4.7471726
1805,Loess,Tinto,2019.0,4.3,26,Ribera del Duero,8.57,41.66575665,-3.686329463971761
1806,Jimenez-Landi,Cantos del Diablo,2016.0,4.3,26,Mentrida,67.95,40.2379032,-4.1945535
1807,Javier Sanz Viticultor,V Dulce de Invierno,2018.0,4.3,26,Castilla y Leon,17.74,41.8037172,-4.7471726
1808,Dominio de Anza,Diego Magana,2020.0,4.3,26,Rioja,37.9,42.2814642,-2.482804975070473
1809,Bodegas Amaren,Graciano,2012.0,4.3,26,Rioja,68.0,42.2814642,-2.482804975070473
1810,Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019.0,4.3,26,Rioja,39.89,42.2814642,-2.482804975070473
1811,Hacienda Solano,Pena Lobera,2018.0,4.3,25,Ribera del Duero,68.9,41.66575665,-3.686329463971761
1812,Altos de Rioja,Altos R Pigeage Graciano,2016.0,4.3,25,Rioja,35.0,42.2814642,-2.482804975070473
1813,Samsara,Ronda,2015.0,4.3,25,Sierras de Malaga,32.5,36.9218381,-4.0957668
1814,Ordonez,Nisia Las Suertes Verdejo Old Vines,2020.0,4.3,25,Rueda,16.9,41.4129785,-4.9597533
1815,Josep Grau Viticultor,Territori,2019.0,4.3,25,Montsant,23.6,41.1171253,1.211005
1816,Cuentavinas,Alomado,2018.0,4.3,25,Rioja,46.95,42.2814642,-2.482804975070473
1817,Bodegas Gama,Octogenarius,2015.0,4.3,25,Rioja,36.9,42.2814642,-2.482804975070473
1818,Miguel Merino,Gran Reserva,2000.0,4.3,25,Rioja,48.81,42.2814642,-2.482804975070473
1819,Los Aguilares,Pinot Noir,2020.0,4.3,25,Sierras de Malaga,33.5,36.9218381,-4.0957668
1820,Nin-Ortiz,Selma de Nin Blanco,2017.0,4.3,25,Cataluna,56.95,41.8523094,1.5745043
1821,Zifar,Senda de Los Olivos Roble,2020.0,4.3,25,Ribera del Duero,8.9,41.66575665,-3.686329463971761
1828,Tinto Pesquera,Reserva,2012.0,4.2,6567,Ribera del Duero,27.0,41.66575665,-3.686329463971761
1829,La Rioja Alta,Vina Ardanza Reserva,2008.0,4.2,6532,Rioja,33.0,42.2814642,-2.482804975070473
1830,El Coto,Coto de Imaz Rioja Gran Reserva,2012.0,4.2,6256,Rioja,16.14,42.2814642,-2.482804975070473
1831,Dominio de Pingus,PSI,2016.0,4.2,6163,Ribera del Duero,37.95,41.66575665,-3.686329463971761
1832,La Rioja Alta,Vina Alberdi Reserva,2015.0,4.2,5802,Rioja,17.02,42.2814642,-2.482804975070473
1833,Abadia Retuerta,Seleccion Especial,2014.0,4.2,5178,Sardon de Duero,49.85,41.6085193,-4.4339323
1834,Mar de Frades,Rias Baixas Albarino Atlantico,2019.0,4.2,4610,Rias Baixas,14.95,42.3533841,-7.8778072
1835,Matarromera,Crianza,2016.0,4.2,4127,Ribera del Duero,9.76,41.66575665,-3.686329463971761
1836,Arzuaga,Ribera del Duero Crianza,2016.0,4.2,4091,Ribera del Duero,19.16,41.66575665,-3.686329463971761
1837,La Rioja Alta,Vina Alberdi Reserva,2016.0,4.2,3825,Rioja,15.8,42.2814642,-2.482804975070473
1838,Imperial,Rioja Reserva,2015.0,4.2,3788,Rioja,19.8333333333333,42.2814642,-2.482804975070473
1839,Protos,27 Ribera del Duero,2016.0,4.2,3725,Ribera del Duero,21.0,41.66575665,-3.686329463971761
1840,Terras Gauda,Terras Gauda O Rosal,2020.0,4.2,3648,Rias Baixas,12.29,42.3533841,-7.8778072
1841,Protos,27 Ribera del Duero,2017.0,4.2,3545,Ribera del Duero,23.75,41.66575665,-3.686329463971761
1842,Remelluri,Rioja Reserva,2012.0,4.2,3453,Rioja,15.83,42.2814642,-2.482804975070473
1843,Arzuaga,Ribera del Duero Crianza,2017.0,4.2,3354,Ribera del Duero,15.45,41.66575665,-3.686329463971761
1844,Familia Torres,Salmos,2016.0,4.2,3225,Priorato,24.85,44.8741121,10.1628956
1845,Pago de Los Capellanes,Crianza Tinto,2017.0,4.2,3224,Ribera del Duero,20.95,41.66575665,-3.686329463971761
1846,Marques de Riscal,Rioja Gran Reserva,2007.0,4.2,3101,Rioja,28.43,42.2814642,-2.482804975070473
1847,R. Lopez de Heredia,Vina Bosconia Reserva,2008.0,4.2,2901,Rioja Alta,22.58,42.4157318,-2.87947386168831
1848,Bodegas Mauro,Red,2011.0,4.2,2820,Castilla y Leon,58.26,41.8037172,-4.7471726
1849,R. Lopez de Heredia,Vina Bosconia Reserva,2007.0,4.2,2820,Rioja Alta,20.95,42.4157318,-2.87947386168831
1850,Familia Torres,Mas La Plana Cabernet Sauvignon,2010.0,4.2,2788,Penedes,48.4,33.4742351,-117.627579
1851,Rafael Palacios,Louro Godello,2019.0,4.2,2685,Valdeorras,19.7,42.34834155,-6.9659982204038755
1852,Imperial,Rioja Reserva,2016.0,4.2,2676,Rioja,24.75,42.2814642,-2.482804975070473
1853,Bodegas Roda,Roda Reserva Rioja,2015.0,4.2,2478,Rioja,55.47,42.2814642,-2.482804975070473
1854,Bodegas Roda,Roda Reserva Rioja,2012.0,4.2,2375,Rioja,28.4,42.2814642,-2.482804975070473
1855,Imperial,Rioja Reserva,2014.0,4.2,2364,Rioja,27.6,42.2814642,-2.482804975070473
1856,Juan Gil,Jumilla Blue Label,2015.0,4.2,2271,Jumilla,24.76,38.4735408,-1.3285417
1857,Juan Gil,Jumilla Blue Label,2018.0,4.2,2234,Jumilla,24.6,38.4735408,-1.3285417
1858,Juan Gil,Jumilla Blue Label,2017.0,4.2,2135,Jumilla,22.5,38.4735408,-1.3285417
1860,Carmelo Rodero,Crianza,2017.0,4.2,2050,Ribera del Duero,19.99,41.66575665,-3.686329463971761
1861,Atalaya,La Atalaya del Camino,2017.0,4.2,2022,Almansa,11.8,38.8682065,-1.0978627
1862,Protos,27 Ribera del Duero,2018.0,4.2,1981,Ribera del Duero,23.74,41.66575665,-3.686329463971761
1863,Bodegas Roda,Roda Reserva Rioja,2013.0,4.2,1931,Rioja,30.35,42.2814642,-2.482804975070473
1864,Protos,Gran Reserva,2012.0,4.2,1921,Ribera del Duero,38.84,41.66575665,-3.686329463971761
1865,Remelluri,Rioja Reserva,2013.0,4.2,1768,Rioja,21.5,42.2814642,-2.482804975070473
1866,Tinto Pesquera,Reserva,2015.0,4.2,1688,Ribera del Duero,29.95,41.66575665,-3.686329463971761
1867,Marques de Riscal,Rioja 150 Aniversario,2010.0,4.2,1686,Rioja,59.0,42.2814642,-2.482804975070473
1868,Pintia,Toro,2006.0,4.2,1665,Toro,98.9,41.5216963,-5.3939824
1869,Bodegas Roda,Roda Reserva Rioja,2014.0,4.2,1645,Rioja,59.9,42.2814642,-2.482804975070473
1870,Alto Moncayo,Veraton Garnacha,2014.0,4.2,1627,Campo de Borja,19.94,41.78654145,-1.5058322706803928
1871,R. Lopez de Heredia,Vina Bosconia Reserva,2009.0,4.2,1611,Rioja Alta,23.52,42.4157318,-2.87947386168831
1872,Casa Rojo,Alexander vs. The Ham Factory,2016.0,4.2,1573,Ribera del Duero,33.3733333333333,41.66575665,-3.686329463971761
1873,Dominio de Pingus,PSI,2019.0,4.2,1355,Ribera del Duero,34.5,41.66575665,-3.686329463971761
1874,Alto Moncayo,Veraton Garnacha,2018.0,4.2,1343,Campo de Borja,21.6,41.78654145,-1.5058322706803928
1875,La Rioja Alta,Vina Alberdi Crianza,2015.0,4.2,1341,Rioja,11.2,42.2814642,-2.482804975070473
1876,Huerta de Albala,Taberner Tierra de Cadiz,2014.0,4.2,1337,Cadiz,32.0010770950795,36.5297438,-6.2928976
1877,Marques de Riscal,Rioja Gran Reserva,2011.0,4.2,1319,Rioja,39.5,42.2814642,-2.482804975070473
1878,Garmon,Ribera del Duero,2015.0,4.2,1308,Ribera del Duero,33.59,41.66575665,-3.686329463971761
1879,Marques de Murrieta,Capellania Reserva,2015.0,4.2,1301,Rioja,29.15,42.2814642,-2.482804975070473
1880,Aster,Finca El Otero,2014.0,4.2,1267,Ribera del Duero,28.75,41.66575665,-3.686329463971761
1881,Matarromera,Crianza,2017.0,4.2,1209,Ribera del Duero,16.88,41.66575665,-3.686329463971761
1882,Gramona,Gessami,2019.0,4.2,1164,Penedes,9.95,33.4742351,-117.627579
1883,Dominio de Atauta,Dominio de Atauta,2016.0,4.2,1159,Ribera del Duero,25.71,41.66575665,-3.686329463971761
1885,Huerta de Albala,Taberner Tierra de Cadiz,2015.0,4.2,1125,Cadiz,17.04,36.5297438,-6.2928976
1886,Montecastro,Ribera del Duero Red,2015.0,4.2,1095,Ribera del Duero,18.9,41.66575665,-3.686329463971761
1887,Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017.0,4.2,1093,Ribera del Duero,55.75,41.66575665,-3.686329463971761
1888,Garmon,Ribera del Duero,2014.0,4.2,1086,Ribera del Duero,37.9,41.66575665,-3.686329463971761
1889,Bodegas La Horra,Corimbo I,2014.0,4.2,1078,Ribera del Duero,39.0,41.66575665,-3.686329463971761
1890,Carmelo Rodero,Crianza,2018.0,4.2,1070,Ribera del Duero,16.49,41.66575665,-3.686329463971761
1892,Atalaya,La Atalaya del Camino,2019.0,4.2,1048,Almansa,11.66,38.8682065,-1.0978627
1893,R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005.0,4.2,1043,Rioja Alta,26.9,42.4157318,-2.87947386168831
1894,Protos,Reserva 5 Ano,2015.0,4.2,1040,Ribera del Duero,22.95,41.66575665,-3.686329463971761
1895,Emilio Moro,Malleolus,2014.0,4.2,1030,Ribera del Duero,31.95,41.66575665,-3.686329463971761
1897,Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017.0,4.2,1016,Priorato,85.9,44.8741121,10.1628956
1898,Familia Torres,Salmos,2017.0,4.2,1008,Priorato,20.99,44.8741121,10.1628956
1899,Bodega Numanthia,Numanthia,2013.0,4.2,998,Toro,51.19,41.5216963,-5.3939824
1900,Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016.0,4.2,970,Priorato,32.25,44.8741121,10.1628956
1901,Merum Priorati,Inici,2017.0,4.2,969,Priorato,39.0,44.8741121,10.1628956
1902,Familia Torres,Mas La Plana Cabernet Sauvignon,2016.0,4.2,964,Penedes,56.26,33.4742351,-117.627579
1903,Bodegas La Horra,Corimbo I,2011.0,4.2,918,Ribera del Duero,23.4,41.66575665,-3.686329463971761
1904,Castillo Perelada,5 Finques (Fincas) Reserva,2017.0,4.2,918,Emporda,11.35,42.1893929,3.077661284375413
1905,Bodegas La Horra,Corimbo I,2013.0,4.2,915,Ribera del Duero,37.5,41.66575665,-3.686329463971761
1906,Quinta Sardonia,QS,2010.0,4.2,900,Castilla y Leon,40.76,41.8037172,-4.7471726
1907,Martinet,Martinet Bru (Garnatxa - Syrah),2019.0,4.2,897,Priorato,21.9,44.8741121,10.1628956
1908,La Rioja Alta,Vina Ardanza Reserva,2000.0,4.2,883,Rioja,161.0,42.2814642,-2.482804975070473
1909,Vinedos de Paganos,El Puntido,2013.0,4.2,879,Rioja,34.41,42.2814642,-2.482804975070473
1910,Emilio Moro,Ribera del Duero,2019.0,4.2,876,Ribera del Duero,16.95,41.66575665,-3.686329463971761
1911,Alvaro Palacios,Finca Dofi,2015.0,4.2,865,Priorato,52.5,44.8741121,10.1628956
1912,Protos,Reserva 5 Ano,2014.0,4.2,855,Ribera del Duero,19.53,41.66575665,-3.686329463971761
1913,Bodegas Valduero,Ribera Del Duero Reserva,2012.0,4.2,852,Ribera del Duero,30.0,41.66575665,-3.686329463971761
1914,Baluarte,Muscat,2020.0,4.2,842,Navarra,5.5,42.61254875,-1.830787673361753
1915,Marques de Riscal,Rioja Gran Reserva,2014.0,4.2,840,Rioja,35.63,42.2814642,-2.482804975070473
1916,Bodegas Roda,Roda Reserva Rioja,2017.0,4.2,834,Rioja,25.5,42.2814642,-2.482804975070473
1917,Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015.0,4.2,832,Rioja,19.38,42.2814642,-2.482804975070473
1918,Marques de Murrieta,Reserva Rioja (Finca Ygay),2017.0,4.2,811,Rioja,20.9,42.2814642,-2.482804975070473
1919,Arzuaga,Ribera del Duero Crianza,2019.0,4.2,806,Ribera del Duero,18.5,41.66575665,-3.686329463971761
1920,Marques de Riscal,Reserva XR,2015.0,4.2,778,Rioja,23.0,42.2814642,-2.482804975070473
1921,Familia Torres,Purgatori Costers del Segre,2016.0,4.2,778,Costers del Segre,38.37,41.502298249999996,0.8273990115524253
1922,Familia Torres,Purgatori Costers del Segre,2017.0,4.2,777,Costers del Segre,25.5,41.502298249999996,0.8273990115524253
1923,Ramon Bilbao,Mirto,2012.0,4.2,776,Rioja,35.0,42.2814642,-2.482804975070473
1924,Ossian,Vinas Viejas Verdejo,2015.0,4.2,769,Castilla y Leon,30.0,41.8037172,-4.7471726
1925,Hispano Suizas,Bassus Pinot Noir,2017.0,4.2,753,Utiel-Requena,18.95,39.4880777,-1.1001643
1926,Murviedro,Sericis Cepas Viejas Monastrell,2017.0,4.2,745,Valencia,8.95,39.4697065,-0.3763353
1927,Castillo Perelada,Finca Malaveina,2016.0,4.2,740,Emporda,25.35,42.1893929,3.077661284375413
1928,Montecastro,Ribera del Duero Red,2018.0,4.2,733,Ribera del Duero,18.5,41.66575665,-3.686329463971761
1929,Contino,Rioja Gran Reserva,2008.0,4.2,732,Rioja,36.0,42.2814642,-2.482804975070473
1930,Contino,Rioja Gran Reserva,2009.0,4.2,731,Rioja,85.8,42.2814642,-2.482804975070473
1931,Hispano Suizas,Bassus Pinot Noir,2018.0,4.2,721,Utiel-Requena,19.25,39.4880777,-1.1001643
1932,Quinta Sardonia,QS,2007.0,4.2,707,Castilla y Leon,37.5,41.8037172,-4.7471726
1933,VALENCISO,Rioja Reserva,2014.0,4.2,696,Rioja,19.4,42.2814642,-2.482804975070473
